
"id_pos","x","y","distancia","correct_x","correct_y","ap1","ap2","ap3","tempo"
"3","6","3","16.4012","9","0","-83","-57","-73","6"
"3","9","0","13.2519","9","0","-83","-50","-73","6"
"3","9","3","16.0872","9","0","-83","-56","-73","6"
"3","12","0","13.0022","9","0","-83","-47","-73","6"
"3","12","3","13.3001","9","0","-83","-44","-73","6"
"3","15","0","17.4039","9","0","-83","-35","-73","6"
"3","15","3","16.4317","9","0","-71","-42","-75","6"
"3","18","0","11.6082","9","0","-74","-37","-64","6"
"3","18","3","12.2567","9","0","-74","-36","-64","6"
"3","21","0","5.31736","9","0","-74","-45","-64","6"
"3","21","3","5.38516","9","0","-74","-45","-64","6"
"3","24","0","5.0651","9","0","-74","-46","-64","6"
"3","24","3","5.16266","9","0","-74","-46","-64","6"
"3","27","0","6.40312","9","0","-74","-43","-64","6"
"3","27","3","5.05076","9","0","-74","-46","-64","6"
"3","30","0","9.03369","9","0","-74","-55","-64","6"
"3","30","3","5.02736","9","0","-74","-46","-64","6"
"3","33","0","5.21336","9","0","-74","-46","-64","6"
"3","33","3","13.9284","9","0","-74","-60","-64","6"
"3","36","0","23.5687","9","0","-65","-55","-79","6"
"3","36","3","13.2642","9","0","-74","-59","-64","6"
"4","0","0","4.24932","9","0","-75","-47","-64","9"
"4","0","3","13.3753","9","0","-75","-56","-70","9"
"4","0","6","12.6586","9","0","-75","-55","-70","9"
"4","0","9","17.535","9","0","-67","-61","-62","9"
"4","0","12","14.3178","9","0","-73","-41","-73","9"
"4","0","15","21.1187","9","0","-67","-65","-62","9"
"4","0","18","19.4165","9","0","-71","-65","-59","9"
"4","3","0","11.7245","9","0","-72","-52","-52","9"
